Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Party,Total Votes
2181307873,486,296,City of Boulder Council Candidates,John Gerstle,,117
2181307874,1060,548,City of Boulder Council Candidates,John Gerstle,,198
2181307875,682,109,City of Boulder Council Candidates,John Gerstle,,31
2181307876,764,52,City of Boulder Council Candidates,John Gerstle,,8
2181307877,723,337,City of Boulder Council Candidates,John Gerstle,,121
2181307878,649,227,City of Boulder Council Candidates,John Gerstle,,104
2181307879,741,232,City of Boulder Council Candidates,John Gerstle,,83
2181307880,1011,114,City of Boulder Council Candidates,John Gerstle,,24
2181307881,684,305,City of Boulder Council Candidates,John Gerstle,,96
2181307882,647,387,City of Boulder Council Candidates,John Gerstle,,164
2181307883,800,432,City of Boulder Council Candidates,John Gerstle,,172
2181307884,933,371,City of Boulder Council Candidates,John Gerstle,,105
2181307885,609,318,City of Boulder Council Candidates,John Gerstle,,116
2181307886,818,469,City of Boulder Council Candidates,John Gerstle,,191
2181307887,1007,611,City of Boulder Council Candidates,John Gerstle,,301
2181307888,829,529,City of Boulder Council Candidates,John Gerstle,,216
2181007800,427,230,City of Boulder Council Candidates,Ed Byrne,,72
2181007801,640,209,City of Boulder Council Candidates,Ed Byrne,,50
2181007802,441,140,City of Boulder Council Candidates,Ed Byrne,,14
2181007804,363,201,City of Boulder Council Candidates,Ed Byrne,,57
2181007806,1229,592,City of Boulder Council Candidates,Ed Byrne,,151
2181007807,1105,646,City of Boulder Council Candidates,Ed Byrne,,178
2181007808,1975,816,City of Boulder Council Candidates,Ed Byrne,,142
2181007809,1031,612,City of Boulder Council Candidates,Ed Byrne,,150
2181007810,911,503,City of Boulder Council Candidates,Ed Byrne,,132
2181007811,765,400,City of Boulder Council Candidates,Ed Byrne,,104
2181007812,698,338,City of Boulder Council Candidates,Ed Byrne,,88
2181007813,413,164,City of Boulder Council Candidates,Ed Byrne,,10
2181007814,1077,550,City of Boulder Council Candidates,Ed Byrne,,111
2181007815,832,289,City of Boulder Council Candidates,Ed Byrne,,32
2181007816,1112,489,City of Boulder Council Candidates,Ed Byrne,,83
2181007817,810,517,City of Boulder Council Candidates,Ed Byrne,,177
2181007818,1050,602,City of Boulder Council Candidates,Ed Byrne,,160
2181007819,901,504,City of Boulder Council Candidates,Ed Byrne,,111
2181007820,686,408,City of Boulder Council Candidates,Ed Byrne,,77
2181007821,1085,496,City of Boulder Council Candidates,Ed Byrne,,69
2181007822,978,304,City of Boulder Council Candidates,Ed Byrne,,47
2181007823,1887,596,City of Boulder Council Candidates,Ed Byrne,,96
2181007824,1085,536,City of Boulder Council Candidates,Ed Byrne,,102
2181007825,633,371,City of Boulder Council Candidates,Ed Byrne,,81
2181007826,825,460,City of Boulder Council Candidates,Ed Byrne,,85
2181007827,910,388,City of Boulder Council Candidates,Ed Byrne,,51
2181007828,704,267,City of Boulder Council Candidates,Ed Byrne,,45
2181007829,794,249,City of Boulder Council Candidates,Ed Byrne,,37
2181007830,775,176,City of Boulder Council Candidates,Ed Byrne,,16
2181007831,848,232,City of Boulder Council Candidates,Ed Byrne,,29
2181007832,331,142,City of Boulder Council Candidates,Ed Byrne,,40
2181007833,785,140,City of Boulder Council Candidates,Ed Byrne,,18
2181007834,1422,141,City of Boulder Council Candidates,Ed Byrne,,7
2181007835,721,129,City of Boulder Council Candidates,Ed Byrne,,18
2181007836,528,194,City of Boulder Council Candidates,Ed Byrne,,50
2181007837,937,212,City of Boulder Council Candidates,Ed Byrne,,25
2181007838,472,107,City of Boulder Council Candidates,Ed Byrne,,16
2181007839,635,386,City of Boulder Council Candidates,Ed Byrne,,112
2181007840,597,299,City of Boulder Council Candidates,Ed Byrne,,111
2181007841,664,352,City of Boulder Council Candidates,Ed Byrne,,126
2181007842,1012,622,City of Boulder Council Candidates,Ed Byrne,,177
2181007843,1246,763,City of Boulder Council Candidates,Ed Byrne,,195
2181007844,759,363,City of Boulder Council Candidates,Ed Byrne,,89
2181007845,847,334,City of Boulder Council Candidates,Ed Byrne,,45
2181007846,1321,324,City of Boulder Council Candidates,Ed Byrne,,47
2181007847,773,139,City of Boulder Council Candidates,Ed Byrne,,18
2181007848,652,247,City of Boulder Council Candidates,Ed Byrne,,33
2181007849,1090,101,City of Boulder Council Candidates,Ed Byrne,,8
2181007850,664,426,City of Boulder Council Candidates,Ed Byrne,,163
2181007851,1013,562,City of Boulder Council Candidates,Ed Byrne,,237
2181007852,1081,494,City of Boulder Council Candidates,Ed Byrne,,72
2181007853,790,269,City of Boulder Council Candidates,Ed Byrne,,87
2181307854,992,353,City of Boulder Council Candidates,Ed Byrne,,45
2181307855,864,332,City of Boulder Council Candidates,Ed Byrne,,50
2181307856,597,306,City of Boulder Council Candidates,Ed Byrne,,54
2181307857,873,470,City of Boulder Council Candidates,Ed Byrne,,131
2181307858,931,548,City of Boulder Council Candidates,Ed Byrne,,124
2181307859,858,508,City of Boulder Council Candidates,Ed Byrne,,145
2181307860,651,417,City of Boulder Council Candidates,Ed Byrne,,131
2181307861,624,353,City of Boulder Council Candidates,Ed Byrne,,79
2181307862,669,382,City of Boulder Council Candidates,Ed Byrne,,82
2181307863,795,487,City of Boulder Council Candidates,Ed Byrne,,105
2181307864,661,419,City of Boulder Council Candidates,Ed Byrne,,87
2181307865,676,289,City of Boulder Council Candidates,Ed Byrne,,55
2181307866,854,442,City of Boulder Council Candidates,Ed Byrne,,70
2181307867,812,368,City of Boulder Council Candidates,Ed Byrne,,55
2181307868,884,599,City of Boulder Council Candidates,Ed Byrne,,191
2181307869,598,334,City of Boulder Council Candidates,Ed Byrne,,102
2181307870,756,258,City of Boulder Council Candidates,Ed Byrne,,35
2181307871,797,377,City of Boulder Council Candidates,Ed Byrne,,57
2181307872,909,155,City of Boulder Council Candidates,Ed Byrne,,27
2181307873,486,296,City of Boulder Council Candidates,Ed Byrne,,92
2181307874,1060,548,City of Boulder Council Candidates,Ed Byrne,,174
2181307875,682,109,City of Boulder Council Candidates,Ed Byrne,,13
2181307876,764,52,City of Boulder Council Candidates,Ed Byrne,,7
2181307877,723,337,City of Boulder Council Candidates,Ed Byrne,,102
2181307878,649,227,City of Boulder Council Candidates,Ed Byrne,,59
2181307879,741,232,City of Boulder Council Candidates,Ed Byrne,,36
2181307880,1011,114,City of Boulder Council Candidates,Ed Byrne,,12
2181307881,684,305,City of Boulder Council Candidates,Ed Byrne,,49
2181307882,647,387,City of Boulder Council Candidates,Ed Byrne,,82
2181307883,800,432,City of Boulder Council Candidates,Ed Byrne,,61
2181307884,933,371,City of Boulder Council Candidates,Ed Byrne,,66
2181307885,609,318,City of Boulder Council Candidates,Ed Byrne,,76
2181307886,818,469,City of Boulder Council Candidates,Ed Byrne,,124
2181307887,1007,611,City of Boulder Council Candidates,Ed Byrne,,145
2181307888,829,529,City of Boulder Council Candidates,Ed Byrne,,169
2181007800,427,230,City of Boulder Council Candidates,Camilo Casas,,6
2181007801,640,209,City of Boulder Council Candidates,Camilo Casas,,11
2181007802,441,140,City of Boulder Council Candidates,Camilo Casas,,9
2181007804,363,201,City of Boulder Council Candidates,Camilo Casas,,3
2181007806,1229,592,City of Boulder Council Candidates,Camilo Casas,,21
2181007807,1105,646,City of Boulder Council Candidates,Camilo Casas,,5
2181007808,1975,816,City of Boulder Council Candidates,Camilo Casas,,37
2181007809,1031,612,City of Boulder Council Candidates,Camilo Casas,,13
2181007810,911,503,City of Boulder Council Candidates,Camilo Casas,,12
2181007811,765,400,City of Boulder Council Candidates,Camilo Casas,,9
2181007812,698,338,City of Boulder Council Candidates,Camilo Casas,,13
2181007813,413,164,City of Boulder Council Candidates,Camilo Casas,,13
2181007814,1077,550,City of Boulder Council Candidates,Camilo Casas,,20
2181007815,832,289,City of Boulder Council Candidates,Camilo Casas,,10
2181007816,1112,489,City of Boulder Council Candidates,Camilo Casas,,21
2181007817,810,517,City of Boulder Council Candidates,Camilo Casas,,19
2181007818,1050,602,City of Boulder Council Candidates,Camilo Casas,,15
2181007819,901,504,City of Boulder Council Candidates,Camilo Casas,,20
2181007820,686,408,City of Boulder Council Candidates,Camilo Casas,,11
2181007821,1085,496,City of Boulder Council Candidates,Camilo Casas,,25
2181007822,978,304,City of Boulder Council Candidates,Camilo Casas,,15
2181007823,1887,596,City of Boulder Council Candidates,Camilo Casas,,25
2181007824,1085,536,City of Boulder Council Candidates,Camilo Casas,,19
2181007825,633,371,City of Boulder Council Candidates,Camilo Casas,,15
2181007826,825,460,City of Boulder Council Candidates,Camilo Casas,,12
2181007827,910,388,City of Boulder Council Candidates,Camilo Casas,,12
2181007828,704,267,City of Boulder Council Candidates,Camilo Casas,,8
2181007829,794,249,City of Boulder Council Candidates,Camilo Casas,,23
2181007830,775,176,City of Boulder Council Candidates,Camilo Casas,,18
2181007831,848,232,City of Boulder Council Candidates,Camilo Casas,,14
2181007832,331,142,City of Boulder Council Candidates,Camilo Casas,,8
2181007833,785,140,City of Boulder Council Candidates,Camilo Casas,,12
2181007834,1422,141,City of Boulder Council Candidates,Camilo Casas,,11
2181007835,721,129,City of Boulder Council Candidates,Camilo Casas,,7
2181007836,528,194,City of Boulder Council Candidates,Camilo Casas,,7
2181007837,937,212,City of Boulder Council Candidates,Camilo Casas,,9
2181007838,472,107,City of Boulder Council Candidates,Camilo Casas,,10
2181007839,635,386,City of Boulder Council Candidates,Camilo Casas,,9
2181007840,597,299,City of Boulder Council Candidates,Camilo Casas,,3
2181007841,664,352,City of Boulder Council Candidates,Camilo Casas,,5
2181007842,1012,622,City of Boulder Council Candidates,Camilo Casas,,24
2181007843,1246,763,City of Boulder Council Candidates,Camilo Casas,,26
2181007844,759,363,City of Boulder Council Candidates,Camilo Casas,,8
2181007845,847,334,City of Boulder Council Candidates,Camilo Casas,,14
2181007846,1321,324,City of Boulder Council Candidates,Camilo Casas,,24
2181007847,773,139,City of Boulder Council Candidates,Camilo Casas,,16
2181007848,652,247,City of Boulder Council Candidates,Camilo Casas,,20
2181007849,1090,101,City of Boulder Council Candidates,Camilo Casas,,9
2181007850,664,426,City of Boulder Council Candidates,Camilo Casas,,10
2181007851,1013,562,City of Boulder Council Candidates,Camilo Casas,,26
2181007852,1081,494,City of Boulder Council Candidates,Camilo Casas,,17
2181007853,790,269,City of Boulder Council Candidates,Camilo Casas,,10
2181307854,992,353,City of Boulder Council Candidates,Camilo Casas,,18
2181307855,864,332,City of Boulder Council Candidates,Camilo Casas,,9
2181307856,597,306,City of Boulder Council Candidates,Camilo Casas,,3
2181307857,873,470,City of Boulder Council Candidates,Camilo Casas,,9
2181307858,931,548,City of Boulder Council Candidates,Camilo Casas,,11
2181307859,858,508,City of Boulder Council Candidates,Camilo Casas,,16
2181307860,651,417,City of Boulder Council Candidates,Camilo Casas,,16
2181307861,624,353,City of Boulder Council Candidates,Camilo Casas,,10
2181307862,669,382,City of Boulder Council Candidates,Camilo Casas,,9
2181307863,795,487,City of Boulder Council Candidates,Camilo Casas,,22
2181307864,661,419,City of Boulder Council Candidates,Camilo Casas,,7
2181307865,676,289,City of Boulder Council Candidates,Camilo Casas,,13
2181307866,854,442,City of Boulder Council Candidates,Camilo Casas,,21
2181307867,812,368,City of Boulder Council Candidates,Camilo Casas,,4
2181307868,884,599,City of Boulder Council Candidates,Camilo Casas,,17
2181307869,598,334,City of Boulder Council Candidates,Camilo Casas,,6
2181307870,756,258,City of Boulder Council Candidates,Camilo Casas,,9
2181307871,797,377,City of Boulder Council Candidates,Camilo Casas,,9
2181307872,909,155,City of Boulder Council Candidates,Camilo Casas,,8
2181307873,486,296,City of Boulder Council Candidates,Camilo Casas,,2
2181307874,1060,548,City of Boulder Council Candidates,Camilo Casas,,9
2181307875,682,109,City of Boulder Council Candidates,Camilo Casas,,4
2181307876,764,52,City of Boulder Council Candidates,Camilo Casas,,5
2181307877,723,337,City of Boulder Council Candidates,Camilo Casas,,7
2181307878,649,227,City of Boulder Council Candidates,Camilo Casas,,7
2181307879,741,232,City of Boulder Council Candidates,Camilo Casas,,8
2181307880,1011,114,City of Boulder Council Candidates,Camilo Casas,,7
2181307881,684,305,City of Boulder Council Candidates,Camilo Casas,,15
2181307882,647,387,City of Boulder Council Candidates,Camilo Casas,,16
2181307883,800,432,City of Boulder Council Candidates,Camilo Casas,,21
2181307884,933,371,City of Boulder Council Candidates,Camilo Casas,,20
2181307885,609,318,City of Boulder Council Candidates,Camilo Casas,,3
2181307886,818,469,City of Boulder Council Candidates,Camilo Casas,,9
2181307887,1007,611,City of Boulder Council Candidates,Camilo Casas,,6
2181307888,829,529,City of Boulder Council Candidates,Camilo Casas,,5
2171207300,1480,592,City of Lafayette Council Candidates,Jamie Harkins,,201
2171207301,1775,722,City of Lafayette Council Candidates,Jamie Harkins,,356
2171207302,1211,509,City of Lafayette Council Candidates,Jamie Harkins,,213
2171207303,894,366,City of Lafayette Council Candidates,Jamie Harkins,,178
2171207304,899,495,City of Lafayette Council Candidates,Jamie Harkins,,214
2171207305,1119,434,City of Lafayette Council Candidates,Jamie Harkins,,213
2171207306,1185,563,City of Lafayette Council Candidates,Jamie Harkins,,216
2171207307,973,278,City of Lafayette Council Candidates,Jamie Harkins,,105
2171207308,975,447,City of Lafayette Council Candidates,Jamie Harkins,,207
2171207309,1139,568,City of Lafayette Council Candidates,Jamie Harkins,,266
2171207310,1315,650,City of Lafayette Council Candidates,Jamie Harkins,,311
2171207311,816,372,City of Lafayette Council Candidates,Jamie Harkins,,172
2171207312,937,541,City of Lafayette Council Candidates,Jamie Harkins,,232
2171207313,1242,636,City of Lafayette Council Candidates,Jamie Harkins,,307
2171207314,1266,588,City of Lafayette Council Candidates,Jamie Harkins,,311
2171207315,796,355,City of Lafayette Council Candidates,Jamie Harkins,,150
2171207316,1014,523,City of Lafayette Council Candidates,Jamie Harkins,,211
2171207300,1480,592,City of Lafayette Council Candidates,Gustavo Reyna,,154
2171207301,1775,722,City of Lafayette Council Candidates,Gustavo Reyna,,288
2171207302,1211,509,City of Lafayette Council Candidates,Gustavo Reyna,,192
2171207303,894,366,City of Lafayette Council Candidates,Gustavo Reyna,,145
2171207304,899,495,City of Lafayette Council Candidates,Gustavo Reyna,,197
2171207305,1119,434,City of Lafayette Council Candidates,Gustavo Reyna,,187
2171207306,1185,563,City of Lafayette Council Candidates,Gustavo Reyna,,214
2171207307,973,278,City of Lafayette Council Candidates,Gustavo Reyna,,87
2171207308,975,447,City of Lafayette Council Candidates,Gustavo Reyna,,190
2171207309,1139,568,City of Lafayette Council Candidates,Gustavo Reyna,,224
2171207310,1315,650,City of Lafayette Council Candidates,Gustavo Reyna,,274
2171207311,816,372,City of Lafayette Council Candidates,Gustavo Reyna,,153
2171207312,937,541,City of Lafayette Council Candidates,Gustavo Reyna,,204
2171207313,1242,636,City of Lafayette Council Candidates,Gustavo Reyna,,299
2171207314,1266,588,City of Lafayette Council Candidates,Gustavo Reyna,,264
2171207315,796,355,City of Lafayette Council Candidates,Gustavo Reyna,,123
2171207316,1014,523,City of Lafayette Council Candidates,Gustavo Reyna,,185
2171207300,1480,592,City of Lafayette Council Candidates,Andrew J. O'Connor,,69
2171207301,1775,722,City of Lafayette Council Candidates,Andrew J. O'Connor,,66
2171207302,1211,509,City of Lafayette Council Candidates,Andrew J. O'Connor,,52
2171207303,894,366,City of Lafayette Council Candidates,Andrew J. O'Connor,,21
2171207304,899,495,City of Lafayette Council Candidates,Andrew J. O'Connor,,53
2171207305,1119,434,City of Lafayette Council Candidates,Andrew J. O'Connor,,27
2171207306,1185,563,City of Lafayette Council Candidates,Andrew J. O'Connor,,32
2171207307,973,278,City of Lafayette Council Candidates,Andrew J. O'Connor,,29
2171207308,975,447,City of Lafayette Council Candidates,Andrew J. O'Connor,,29
2171207309,1139,568,City of Lafayette Council Candidates,Andrew J. O'Connor,,55
2171207310,1315,650,City of Lafayette Council Candidates,Andrew J. O'Connor,,65
2171207311,816,372,City of Lafayette Council Candidates,Andrew J. O'Connor,,16
2171207312,937,541,City of Lafayette Council Candidates,Andrew J. O'Connor,,49
2171207313,1242,636,City of Lafayette Council Candidates,Andrew J. O'Connor,,69
2171207314,1266,588,City of Lafayette Council Candidates,Andrew J. O'Connor,,60
2171207315,796,355,City of Lafayette Council Candidates,Andrew J. O'Connor,,42
2171207316,1014,523,City of Lafayette Council Candidates,Andrew J. O'Connor,,52
2171207300,1480,592,City of Lafayette Council Candidates,Cliff Smedley,,47
2171207301,1775,722,City of Lafayette Council Candidates,Cliff Smedley,,31
2171207302,1211,509,City of Lafayette Council Candidates,Cliff Smedley,,31
2171207303,894,366,City of Lafayette Council Candidates,Cliff Smedley,,23
2171207304,899,495,City of Lafayette Council Candidates,Cliff Smedley,,29
2171207305,1119,434,City of Lafayette Council Candidates,Cliff Smedley,,32
2171207306,1185,563,City of Lafayette Council Candidates,Cliff Smedley,,38
2171207307,973,278,City of Lafayette Council Candidates,Cliff Smedley,,28
2171207308,975,447,City of Lafayette Council Candidates,Cliff Smedley,,29
2171207309,1139,568,City of Lafayette Council Candidates,Cliff Smedley,,34
2171207310,1315,650,City of Lafayette Council Candidates,Cliff Smedley,,54
2171207311,816,372,City of Lafayette Council Candidates,Cliff Smedley,,22
2171207312,937,541,City of Lafayette Council Candidates,Cliff Smedley,,32
2171207313,1242,636,City of Lafayette Council Candidates,Cliff Smedley,,42
2171207314,1266,588,City of Lafayette Council Candidates,Cliff Smedley,,42
2171207315,796,355,City of Lafayette Council Candidates,Cliff Smedley,,23
2171207316,1014,523,City of Lafayette Council Candidates,Cliff Smedley,,24
2171207300,1480,592,City of Lafayette Council Candidates,Michael Daniels,,37
2171207301,1775,722,City of Lafayette Council Candidates,Michael Daniels,,50
2171207302,1211,509,City of Lafayette Council Candidates,Michael Daniels,,39
2171207303,894,366,City of Lafayette Council Candidates,Michael Daniels,,28
2171207304,899,495,City of Lafayette Council Candidates,Michael Daniels,,24
2171207305,1119,434,City of Lafayette Council Candidates,Michael Daniels,,16
2171207306,1185,563,City of Lafayette Council Candidates,Michael Daniels,,35
2171207307,973,278,City of Lafayette Council Candidates,Michael Daniels,,26
2171207308,975,447,City of Lafayette Council Candidates,Michael Daniels,,23
2171207309,1139,568,City of Lafayette Council Candidates,Michael Daniels,,36
2171207310,1315,650,City of Lafayette Council Candidates,Michael Daniels,,50
2171207311,816,372,City of Lafayette Council Candidates,Michael Daniels,,30
2171207312,937,541,City of Lafayette Council Candidates,Michael Daniels,,30
2171207313,1242,636,City of Lafayette Council Candidates,Michael Daniels,,48
2171207314,1266,588,City of Lafayette Council Candidates,Michael Daniels,,26
2171207315,796,355,City of Lafayette Council Candidates,Michael Daniels,,23
2171207316,1014,523,City of Lafayette Council Candidates,Michael Daniels,,33
2171207300,1480,592,City of Lafayette Council Candidates,Dana Kusjanovic,,152
2171207301,1775,722,City of Lafayette Council Candidates,Dana Kusjanovic,,119
2171207302,1211,509,City of Lafayette Council Candidates,Dana Kusjanovic,,114
2171207303,894,366,City of Lafayette Council Candidates,Dana Kusjanovic,,67
2171207304,899,495,City of Lafayette Council Candidates,Dana Kusjanovic,,118
2171207305,1119,434,City of Lafayette Council Candidates,Dana Kusjanovic,,98
2171207306,1185,563,City of Lafayette Council Candidates,Dana Kusjanovic,,169
2171207307,973,278,City of Lafayette Council Candidates,Dana Kusjanovic,,63
2171207308,975,447,City of Lafayette Council Candidates,Dana Kusjanovic,,131
2171207309,1139,568,City of Lafayette Council Candidates,Dana Kusjanovic,,106
2171207310,1315,650,City of Lafayette Council Candidates,Dana Kusjanovic,,153
2171207311,816,372,City of Lafayette Council Candidates,Dana Kusjanovic,,118
2171207312,937,541,City of Lafayette Council Candidates,Dana Kusjanovic,,159
2171207313,1242,636,City of Lafayette Council Candidates,Dana Kusjanovic,,125
2171207314,1266,588,City of Lafayette Council Candidates,Dana Kusjanovic,,93
2171207315,796,355,City of Lafayette Council Candidates,Dana Kusjanovic,,90
2171207316,1014,523,City of Lafayette Council Candidates,Dana Kusjanovic,,119
2171207300,1480,592,City of Lafayette Council Candidates,Jarrett Tishmack,,82
2171207301,1775,722,City of Lafayette Council Candidates,Jarrett Tishmack,,108
2171207302,1211,509,City of Lafayette Council Candidates,Jarrett Tishmack,,58
2171207303,894,366,City of Lafayette Council Candidates,Jarrett Tishmack,,58
2171207304,899,495,City of Lafayette Council Candidates,Jarrett Tishmack,,65
2171207305,1119,434,City of Lafayette Council Candidates,Jarrett Tishmack,,42
2171207306,1185,563,City of Lafayette Council Candidates,Jarrett Tishmack,,88
2171207307,973,278,City of Lafayette Council Candidates,Jarrett Tishmack,,25
2171207308,975,447,City of Lafayette Council Candidates,Jarrett Tishmack,,87
2171207309,1139,568,City of Lafayette Council Candidates,Jarrett Tishmack,,79
2171207310,1315,650,City of Lafayette Council Candidates,Jarrett Tishmack,,83
2171207311,816,372,City of Lafayette Council Candidates,Jarrett Tishmack,,51
2171207312,937,541,City of Lafayette Council Candidates,Jarrett Tishmack,,46
2171207313,1242,636,City of Lafayette Council Candidates,Jarrett Tishmack,,67
2171207314,1266,588,City of Lafayette Council Candidates,Jarrett Tishmack,,84
2171207315,796,355,City of Lafayette Council Candidates,Jarrett Tishmack,,28
2171207316,1014,523,City of Lafayette Council Candidates,Jarrett Tishmack,,48
2171207300,1480,592,City of Lafayette Council Candidates,Brian Wong,,194
2171207301,1775,722,City of Lafayette Council Candidates,Brian Wong,,162
2171207302,1211,509,City of Lafayette Council Candidates,Brian Wong,,158
2171207303,894,366,City of Lafayette Council Candidates,Brian Wong,,93
2171207304,899,495,City of Lafayette Council Candidates,Brian Wong,,140
2171207305,1119,434,City of Lafayette Council Candidates,Brian Wong,,142
2171207306,1185,563,City of Lafayette Council Candidates,Brian Wong,,228
2171207307,973,278,City of Lafayette Council Candidates,Brian Wong,,65
2171207308,975,447,City of Lafayette Council Candidates,Brian Wong,,150
2171207309,1139,568,City of Lafayette Council Candidates,Brian Wong,,146
2171207310,1315,650,City of Lafayette Council Candidates,Brian Wong,,162
2171207311,816,372,City of Lafayette Council Candidates,Brian Wong,,107
2171207312,937,541,City of Lafayette Council Candidates,Brian Wong,,183
2171207313,1242,636,City of Lafayette Council Candidates,Brian Wong,,167
2171207314,1266,588,City of Lafayette Council Candidates,Brian Wong,,124
2171207315,796,355,City of Lafayette Council Candidates,Brian Wong,,97
2171207316,1014,523,City of Lafayette Council Candidates,Brian Wong,,152
2171207300,1480,592,City of Lafayette Council Candidates,Chelsea Behanna,,165
2171207301,1775,722,City of Lafayette Council Candidates,Chelsea Behanna,,315
2171207302,1211,509,City of Lafayette Council Candidates,Chelsea Behanna,,187
2171207303,894,366,City of Lafayette Council Candidates,Chelsea Behanna,,154
2171207304,899,495,City of Lafayette Council Candidates,Chelsea Behanna,,181
2171207305,1119,434,City of Lafayette Council Candidates,Chelsea Behanna,,187
2171207306,1185,563,City of Lafayette Council Candidates,Chelsea Behanna,,212
2171207307,973,278,City of Lafayette Council Candidates,Chelsea Behanna,,96
2171207308,975,447,City of Lafayette Council Candidates,Chelsea Behanna,,189
2171207309,1139,568,City of Lafayette Council Candidates,Chelsea Behanna,,237
2171207310,1315,650,City of Lafayette Council Candidates,Chelsea Behanna,,279
2171207311,816,372,City of Lafayette Council Candidates,Chelsea Behanna,,178
2171207312,937,541,City of Lafayette Council Candidates,Chelsea Behanna,,196
2171207313,1242,636,City of Lafayette Council Candidates,Chelsea Behanna,,264
2171207314,1266,588,City of Lafayette Council Candidates,Chelsea Behanna,,274
2171207315,796,355,City of Lafayette Council Candidates,Chelsea Behanna,,124
2171207316,1014,523,City of Lafayette Council Candidates,Chelsea Behanna,,184
2171207300,1480,592,City of Lafayette Council Candidates,Allen Bishop,,121
2171207301,1775,722,City of Lafayette Council Candidates,Allen Bishop,,89
2171207302,1211,509,City of Lafayette Council Candidates,Allen Bishop,,89
2171207303,894,366,City of Lafayette Council Candidates,Allen Bishop,,51
2171207304,899,495,City of Lafayette Council Candidates,Allen Bishop,,98
2171207305,1119,434,City of Lafayette Council Candidates,Allen Bishop,,70
2171207306,1185,563,City of Lafayette Council Candidates,Allen Bishop,,111
2171207307,973,278,City of Lafayette Council Candidates,Allen Bishop,,42
2171207308,975,447,City of Lafayette Council Candidates,Allen Bishop,,77
2171207309,1139,568,City of Lafayette Council Candidates,Allen Bishop,,98
2171207310,1315,650,City of Lafayette Council Candidates,Allen Bishop,,109
2171207311,816,372,City of Lafayette Council Candidates,Allen Bishop,,63
2171207312,937,541,City of Lafayette Council Candidates,Allen Bishop,,178
2171207313,1242,636,City of Lafayette Council Candidates,Allen Bishop,,94
2171207314,1266,588,City of Lafayette Council Candidates,Allen Bishop,,82
2171207315,796,355,City of Lafayette Council Candidates,Allen Bishop,,66
2171207316,1014,523,City of Lafayette Council Candidates,Allen Bishop,,134
2171207300,1480,592,City of Lafayette Council Candidates,Richard Welty,,243
2171207301,1775,722,City of Lafayette Council Candidates,Richard Welty,,62
2171207302,1211,509,City of Lafayette Council Candidates,Richard Welty,,81
2171207303,894,366,City of Lafayette Council Candidates,Richard Welty,,42
2171207304,899,495,City of Lafayette Council Candidates,Richard Welty,,92
2171207305,1119,434,City of Lafayette Council Candidates,Richard Welty,,73
2171207306,1185,563,City of Lafayette Council Candidates,Richard Welty,,108
2171207307,973,278,City of Lafayette Council Candidates,Richard Welty,,39
2171207308,975,447,City of Lafayette Council Candidates,Richard Welty,,63
2171207309,1139,568,City of Lafayette Council Candidates,Richard Welty,,102
2171207310,1315,650,City of Lafayette Council Candidates,Richard Welty,,103
2171207311,816,372,City of Lafayette Council Candidates,Richard Welty,,53
2171207312,937,541,City of Lafayette Council Candidates,Richard Welty,,146
2171207313,1242,636,City of Lafayette Council Candidates,Richard Welty,,96
2171207314,1266,588,City of Lafayette Council Candidates,Richard Welty,,94
2171207315,796,355,City of Lafayette Council Candidates,Richard Welty,,72
2171207316,1014,523,City of Lafayette Council Candidates,Richard Welty,,140
2171207300,1480,592,City of Lafayette Council Candidates,JD Mangat,,144
2171207301,1775,722,City of Lafayette Council Candidates,JD Mangat,,362
2171207302,1211,509,City of Lafayette Council Candidates,JD Mangat,,170
2171207303,894,366,City of Lafayette Council Candidates,JD Mangat,,144
2171207304,899,495,City of Lafayette Council Candidates,JD Mangat,,179
2171207305,1119,434,City of Lafayette Council Candidates,JD Mangat,,151
2171207306,1185,563,City of Lafayette Council Candidates,JD Mangat,,196
2171207307,973,278,City of Lafayette Council Candidates,JD Mangat,,92
2171207308,975,447,City of Lafayette Council Candidates,JD Mangat,,202
2171207309,1139,568,City of Lafayette Council Candidates,JD Mangat,,202
2171207310,1315,650,City of Lafayette Council Candidates,JD Mangat,,244
2171207311,816,372,City of Lafayette Council Candidates,JD Mangat,,114
2171207312,937,541,City of Lafayette Council Candidates,JD Mangat,,153
2171207313,1242,636,City of Lafayette Council Candidates,JD Mangat,,188
2171207314,1266,588,City of Lafayette Council Candidates,JD Mangat,,141
2171207315,796,355,City of Lafayette Council Candidates,JD Mangat,,80
2171207316,1014,523,City of Lafayette Council Candidates,JD Mangat,,140
2171207300,1480,592,City of Lafayette Council Candidates,Merrily Mazza,,190
2171207301,1775,722,City of Lafayette Council Candidates,Merrily Mazza,,236
2171207302,1211,509,City of Lafayette Council Candidates,Merrily Mazza,,165
2171207303,894,366,City of Lafayette Council Candidates,Merrily Mazza,,89
2171207304,899,495,City of Lafayette Council Candidates,Merrily Mazza,,163
2171207305,1119,434,City of Lafayette Council Candidates,Merrily Mazza,,140
2171207306,1185,563,City of Lafayette Council Candidates,Merrily Mazza,,162
2171207307,973,278,City of Lafayette Council Candidates,Merrily Mazza,,91
2171207308,975,447,City of Lafayette Council Candidates,Merrily Mazza,,121
2171207309,1139,568,City of Lafayette Council Candidates,Merrily Mazza,,263
