Precinct Name,Active Voters,Total Ballots,Contest Name,Choice Name,Party,Total Votes
2181007808,1975,816,City of Boulder Council Candidates,Eric Budd,,266
2181007809,1031,612,City of Boulder Council Candidates,Eric Budd,,175
2181007810,911,503,City of Boulder Council Candidates,Eric Budd,,139
2181007811,765,400,City of Boulder Council Candidates,Eric Budd,,122
2181007812,698,338,City of Boulder Council Candidates,Eric Budd,,76
2181007813,413,164,City of Boulder Council Candidates,Eric Budd,,22
2181007814,1077,550,City of Boulder Council Candidates,Eric Budd,,157
2181007815,832,289,City of Boulder Council Candidates,Eric Budd,,99
2181007816,1112,489,City of Boulder Council Candidates,Eric Budd,,149
2181007817,810,517,City of Boulder Council Candidates,Eric Budd,,141
2181007818,1050,602,City of Boulder Council Candidates,Eric Budd,,152
2181007819,901,504,City of Boulder Council Candidates,Eric Budd,,123
2181007820,686,408,City of Boulder Council Candidates,Eric Budd,,122
2181007821,1085,496,City of Boulder Council Candidates,Eric Budd,,162
2181007822,978,304,City of Boulder Council Candidates,Eric Budd,,69
2181007823,1887,596,City of Boulder Council Candidates,Eric Budd,,174
2181007824,1085,536,City of Boulder Council Candidates,Eric Budd,,156
2181007825,633,371,City of Boulder Council Candidates,Eric Budd,,114
2181007826,825,460,City of Boulder Council Candidates,Eric Budd,,134
2181007827,910,388,City of Boulder Council Candidates,Eric Budd,,119
2181007828,704,267,City of Boulder Council Candidates,Eric Budd,,81
2181007829,794,249,City of Boulder Council Candidates,Eric Budd,,92
2181007830,775,176,City of Boulder Council Candidates,Eric Budd,,47
2181007831,848,232,City of Boulder Council Candidates,Eric Budd,,78
2181007832,331,142,City of Boulder Council Candidates,Eric Budd,,63
2181007833,785,140,City of Boulder Council Candidates,Eric Budd,,29
2181007834,1422,141,City of Boulder Council Candidates,Eric Budd,,25
2181007835,721,129,City of Boulder Council Candidates,Eric Budd,,34
2181007836,528,194,City of Boulder Council Candidates,Eric Budd,,49
2181007837,937,212,City of Boulder Council Candidates,Eric Budd,,69
2181007838,472,107,City of Boulder Council Candidates,Eric Budd,,21
2181007839,635,386,City of Boulder Council Candidates,Eric Budd,,97
2181007840,597,299,City of Boulder Council Candidates,Eric Budd,,102
2181007841,664,352,City of Boulder Council Candidates,Eric Budd,,112
2181007842,1012,622,City of Boulder Council Candidates,Eric Budd,,144
2181007843,1246,763,City of Boulder Council Candidates,Eric Budd,,195
2181007844,759,363,City of Boulder Council Candidates,Eric Budd,,82
2181007845,847,334,City of Boulder Council Candidates,Eric Budd,,83
2181007846,1321,324,City of Boulder Council Candidates,Eric Budd,,79
2181007847,773,139,City of Boulder Council Candidates,Eric Budd,,31
2181007848,652,247,City of Boulder Council Candidates,Eric Budd,,84
2181007849,1090,101,City of Boulder Council Candidates,Eric Budd,,17
2181007850,664,426,City of Boulder Council Candidates,Eric Budd,,105
2181007851,1013,562,City of Boulder Council Candidates,Eric Budd,,146
2181007852,1081,494,City of Boulder Council Candidates,Eric Budd,,110
2181007853,790,269,City of Boulder Council Candidates,Eric Budd,,77
2181307854,992,353,City of Boulder Council Candidates,Eric Budd,,98
2181307855,864,332,City of Boulder Council Candidates,Eric Budd,,83
2181307856,597,306,City of Boulder Council Candidates,Eric Budd,,75
2181307857,873,470,City of Boulder Council Candidates,Eric Budd,,114
2181307858,931,548,City of Boulder Council Candidates,Eric Budd,,126
2181307859,858,508,City of Boulder Council Candidates,Eric Budd,,128
2181307860,651,417,City of Boulder Council Candidates,Eric Budd,,117
2181307861,624,353,City of Boulder Council Candidates,Eric Budd,,83
2181307862,669,382,City of Boulder Council Candidates,Eric Budd,,105
2181307863,795,487,City of Boulder Council Candidates,Eric Budd,,136
2181307864,661,419,City of Boulder Council Candidates,Eric Budd,,89
2181307865,676,289,City of Boulder Council Candidates,Eric Budd,,63
2181307866,854,442,City of Boulder Council Candidates,Eric Budd,,104
2181307867,812,368,City of Boulder Council Candidates,Eric Budd,,99
2181307868,884,599,City of Boulder Council Candidates,Eric Budd,,143
2181307869,598,334,City of Boulder Council Candidates,Eric Budd,,93
2181307870,756,258,City of Boulder Council Candidates,Eric Budd,,61
2181307871,797,377,City of Boulder Council Candidates,Eric Budd,,83
2181307872,909,155,City of Boulder Council Candidates,Eric Budd,,32
2181307873,486,296,City of Boulder Council Candidates,Eric Budd,,76
2181307874,1060,548,City of Boulder Council Candidates,Eric Budd,,163
2181307875,682,109,City of Boulder Council Candidates,Eric Budd,,21
2181307876,764,52,City of Boulder Council Candidates,Eric Budd,,13
2181307877,723,337,City of Boulder Council Candidates,Eric Budd,,91
2181307878,649,227,City of Boulder Council Candidates,Eric Budd,,58
2181307879,741,232,City of Boulder Council Candidates,Eric Budd,,68
2181307880,1011,114,City of Boulder Council Candidates,Eric Budd,,33
2181307881,684,305,City of Boulder Council Candidates,Eric Budd,,75
2181307882,647,387,City of Boulder Council Candidates,Eric Budd,,104
2181307883,800,432,City of Boulder Council Candidates,Eric Budd,,129
2181307884,933,371,City of Boulder Council Candidates,Eric Budd,,115
2181307885,609,318,City of Boulder Council Candidates,Eric Budd,,104
2181307886,818,469,City of Boulder Council Candidates,Eric Budd,,190
2181307887,1007,611,City of Boulder Council Candidates,Eric Budd,,170
2181307888,829,529,City of Boulder Council Candidates,Eric Budd,,133
2181007800,427,230,City of Boulder Council Candidates,Cindy Carlisle,,71
2181007801,640,209,City of Boulder Council Candidates,Cindy Carlisle,,71
2181007802,441,140,City of Boulder Council Candidates,Cindy Carlisle,,69
2181007804,363,201,City of Boulder Council Candidates,Cindy Carlisle,,87
2181007806,1229,592,City of Boulder Council Candidates,Cindy Carlisle,,169
2181007807,1105,646,City of Boulder Council Candidates,Cindy Carlisle,,256
2181007808,1975,816,City of Boulder Council Candidates,Cindy Carlisle,,274
2181007809,1031,612,City of Boulder Council Candidates,Cindy Carlisle,,220
2181007810,911,503,City of Boulder Council Candidates,Cindy Carlisle,,184
2181007811,765,400,City of Boulder Council Candidates,Cindy Carlisle,,146
2181007812,698,338,City of Boulder Council Candidates,Cindy Carlisle,,132
2181007813,413,164,City of Boulder Council Candidates,Cindy Carlisle,,99
2181007814,1077,550,City of Boulder Council Candidates,Cindy Carlisle,,213
2181007815,832,289,City of Boulder Council Candidates,Cindy Carlisle,,89
2181007816,1112,489,City of Boulder Council Candidates,Cindy Carlisle,,168
2181007817,810,517,City of Boulder Council Candidates,Cindy Carlisle,,192
2181007818,1050,602,City of Boulder Council Candidates,Cindy Carlisle,,268
2181007819,901,504,City of Boulder Council Candidates,Cindy Carlisle,,208
2181007820,686,408,City of Boulder Council Candidates,Cindy Carlisle,,175
2181007821,1085,496,City of Boulder Council Candidates,Cindy Carlisle,,179
2181007822,978,304,City of Boulder Council Candidates,Cindy Carlisle,,117
2181007823,1887,596,City of Boulder Council Candidates,Cindy Carlisle,,194
2181007824,1085,536,City of Boulder Council Candidates,Cindy Carlisle,,190
2181007825,633,371,City of Boulder Council Candidates,Cindy Carlisle,,136
2181007826,825,460,City of Boulder Council Candidates,Cindy Carlisle,,193
2181007827,910,388,City of Boulder Council Candidates,Cindy Carlisle,,162
2181007828,704,267,City of Boulder Council Candidates,Cindy Carlisle,,112
2181007829,794,249,City of Boulder Council Candidates,Cindy Carlisle,,88
2181007830,775,176,City of Boulder Council Candidates,Cindy Carlisle,,56
2181007831,848,232,City of Boulder Council Candidates,Cindy Carlisle,,86
2181007832,331,142,City of Boulder Council Candidates,Cindy Carlisle,,33
2181007833,785,140,City of Boulder Council Candidates,Cindy Carlisle,,47
2181007834,1422,141,City of Boulder Council Candidates,Cindy Carlisle,,51
2181007835,721,129,City of Boulder Council Candidates,Cindy Carlisle,,54
2181007836,528,194,City of Boulder Council Candidates,Cindy Carlisle,,82
2181007837,937,212,City of Boulder Council Candidates,Cindy Carlisle,,63
2181007838,472,107,City of Boulder Council Candidates,Cindy Carlisle,,36
2181007839,635,386,City of Boulder Council Candidates,Cindy Carlisle,,164
2181007840,597,299,City of Boulder Council Candidates,Cindy Carlisle,,93
2181007841,664,352,City of Boulder Council Candidates,Cindy Carlisle,,93
2181007842,1012,622,City of Boulder Council Candidates,Cindy Carlisle,,292
2181007843,1246,763,City of Boulder Council Candidates,Cindy Carlisle,,308
2181007844,759,363,City of Boulder Council Candidates,Cindy Carlisle,,148
2181007845,847,334,City of Boulder Council Candidates,Cindy Carlisle,,136
2181007846,1321,324,City of Boulder Council Candidates,Cindy Carlisle,,131
2181007847,773,139,City of Boulder Council Candidates,Cindy Carlisle,,43
2181007848,652,247,City of Boulder Council Candidates,Cindy Carlisle,,81
2181007849,1090,101,City of Boulder Council Candidates,Cindy Carlisle,,39
2181007850,664,426,City of Boulder Council Candidates,Cindy Carlisle,,179
2181007851,1013,562,City of Boulder Council Candidates,Cindy Carlisle,,201
2181007852,1081,494,City of Boulder Council Candidates,Cindy Carlisle,,233
2181007853,790,269,City of Boulder Council Candidates,Cindy Carlisle,,88
2181307854,992,353,City of Boulder Council Candidates,Cindy Carlisle,,142
2181307855,864,332,City of Boulder Council Candidates,Cindy Carlisle,,153
2181307856,597,306,City of Boulder Council Candidates,Cindy Carlisle,,141
2181307857,873,470,City of Boulder Council Candidates,Cindy Carlisle,,193
2181307858,931,548,City of Boulder Council Candidates,Cindy Carlisle,,273
2181307859,858,508,City of Boulder Council Candidates,Cindy Carlisle,,210
2181307860,651,417,City of Boulder Council Candidates,Cindy Carlisle,,170
2181307861,624,353,City of Boulder Council Candidates,Cindy Carlisle,,138
2181307862,669,382,City of Boulder Council Candidates,Cindy Carlisle,,158
2181307863,795,487,City of Boulder Council Candidates,Cindy Carlisle,,191
2181307864,661,419,City of Boulder Council Candidates,Cindy Carlisle,,189
2181307865,676,289,City of Boulder Council Candidates,Cindy Carlisle,,127
2181307866,854,442,City of Boulder Council Candidates,Cindy Carlisle,,207
2181307867,812,368,City of Boulder Council Candidates,Cindy Carlisle,,149
2181307868,884,599,City of Boulder Council Candidates,Cindy Carlisle,,271
2181307869,598,334,City of Boulder Council Candidates,Cindy Carlisle,,134
2181307870,756,258,City of Boulder Council Candidates,Cindy Carlisle,,108
2181307871,797,377,City of Boulder Council Candidates,Cindy Carlisle,,166
2181307872,909,155,City of Boulder Council Candidates,Cindy Carlisle,,61
2181307873,486,296,City of Boulder Council Candidates,Cindy Carlisle,,126
2181307874,1060,548,City of Boulder Council Candidates,Cindy Carlisle,,195
2181307875,682,109,City of Boulder Council Candidates,Cindy Carlisle,,45
2181307876,764,52,City of Boulder Council Candidates,Cindy Carlisle,,20
2181307877,723,337,City of Boulder Council Candidates,Cindy Carlisle,,121
2181307878,649,227,City of Boulder Council Candidates,Cindy Carlisle,,103
2181307879,741,232,City of Boulder Council Candidates,Cindy Carlisle,,91
2181307880,1011,114,City of Boulder Council Candidates,Cindy Carlisle,,41
2181307881,684,305,City of Boulder Council Candidates,Cindy Carlisle,,109
2181307882,647,387,City of Boulder Council Candidates,Cindy Carlisle,,166
2181307883,800,432,City of Boulder Council Candidates,Cindy Carlisle,,177
2181307884,933,371,City of Boulder Council Candidates,Cindy Carlisle,,113
2181307885,609,318,City of Boulder Council Candidates,Cindy Carlisle,,114
2181307886,818,469,City of Boulder Council Candidates,Cindy Carlisle,,149
2181307887,1007,611,City of Boulder Council Candidates,Cindy Carlisle,,226
2181307888,829,529,City of Boulder Council Candidates,Cindy Carlisle,,183
2181007800,427,230,City of Boulder Council Candidates,Jan Burton,,95
2181007801,640,209,City of Boulder Council Candidates,Jan Burton,,81
2181007802,441,140,City of Boulder Council Candidates,Jan Burton,,32
2181007804,363,201,City of Boulder Council Candidates,Jan Burton,,73
2181007806,1229,592,City of Boulder Council Candidates,Jan Burton,,234
2181007807,1105,646,City of Boulder Council Candidates,Jan Burton,,245
2181007808,1975,816,City of Boulder Council Candidates,Jan Burton,,288
2181007809,1031,612,City of Boulder Council Candidates,Jan Burton,,240
2181007810,911,503,City of Boulder Council Candidates,Jan Burton,,197
2181007811,765,400,City of Boulder Council Candidates,Jan Burton,,170
2181007812,698,338,City of Boulder Council Candidates,Jan Burton,,104
2181007813,413,164,City of Boulder Council Candidates,Jan Burton,,22
2181007814,1077,550,City of Boulder Council Candidates,Jan Burton,,182
2181007815,832,289,City of Boulder Council Candidates,Jan Burton,,108
2181007816,1112,489,City of Boulder Council Candidates,Jan Burton,,193
2181007817,810,517,City of Boulder Council Candidates,Jan Burton,,203
2181007818,1050,602,City of Boulder Council Candidates,Jan Burton,,220
2181007819,901,504,City of Boulder Council Candidates,Jan Burton,,166
2181007820,686,408,City of Boulder Council Candidates,Jan Burton,,129
2181007821,1085,496,City of Boulder Council Candidates,Jan Burton,,172
2181007822,978,304,City of Boulder Council Candidates,Jan Burton,,91
2181007823,1887,596,City of Boulder Council Candidates,Jan Burton,,225
2181007824,1085,536,City of Boulder Council Candidates,Jan Burton,,191
2181007825,633,371,City of Boulder Council Candidates,Jan Burton,,137
2181007826,825,460,City of Boulder Council Candidates,Jan Burton,,161
2181007827,910,388,City of Boulder Council Candidates,Jan Burton,,132
2181007828,704,267,City of Boulder Council Candidates,Jan Burton,,79
2181007829,794,249,City of Boulder Council Candidates,Jan Burton,,73
2181007830,775,176,City of Boulder Council Candidates,Jan Burton,,42
2181007831,848,232,City of Boulder Council Candidates,Jan Burton,,82
2181007832,331,142,City of Boulder Council Candidates,Jan Burton,,70
2181007833,785,140,City of Boulder Council Candidates,Jan Burton,,45
2181007834,1422,141,City of Boulder Council Candidates,Jan Burton,,15
2181007835,721,129,City of Boulder Council Candidates,Jan Burton,,28
2181007836,528,194,City of Boulder Council Candidates,Jan Burton,,59
2181007837,937,212,City of Boulder Council Candidates,Jan Burton,,57
2181007838,472,107,City of Boulder Council Candidates,Jan Burton,,28
2181007839,635,386,City of Boulder Council Candidates,Jan Burton,,134
2181007840,597,299,City of Boulder Council Candidates,Jan Burton,,123
2181007841,664,352,City of Boulder Council Candidates,Jan Burton,,147
2181007842,1012,622,City of Boulder Council Candidates,Jan Burton,,215
2181007843,1246,763,City of Boulder Council Candidates,Jan Burton,,234
2181007844,759,363,City of Boulder Council Candidates,Jan Burton,,102
2181007845,847,334,City of Boulder Council Candidates,Jan Burton,,94
2181007846,1321,324,City of Boulder Council Candidates,Jan Burton,,93
2181007847,773,139,City of Boulder Council Candidates,Jan Burton,,32
2181007848,652,247,City of Boulder Council Candidates,Jan Burton,,81
2181007849,1090,101,City of Boulder Council Candidates,Jan Burton,,21
2181007850,664,426,City of Boulder Council Candidates,Jan Burton,,147
2181007851,1013,562,City of Boulder Council Candidates,Jan Burton,,278
2181007852,1081,494,City of Boulder Council Candidates,Jan Burton,,110
2181007853,790,269,City of Boulder Council Candidates,Jan Burton,,127
2181307854,992,353,City of Boulder Council Candidates,Jan Burton,,111
2181307855,864,332,City of Boulder Council Candidates,Jan Burton,,77
2181307856,597,306,City of Boulder Council Candidates,Jan Burton,,98
2181307857,873,470,City of Boulder Council Candidates,Jan Burton,,166
2181307858,931,548,City of Boulder Council Candidates,Jan Burton,,161
2181307859,858,508,City of Boulder Council Candidates,Jan Burton,,192
2181307860,651,417,City of Boulder Council Candidates,Jan Burton,,159
2181307861,624,353,City of Boulder Council Candidates,Jan Burton,,134
2181307862,669,382,City of Boulder Council Candidates,Jan Burton,,122
2181307863,795,487,City of Boulder Council Candidates,Jan Burton,,195
2181307864,661,419,City of Boulder Council Candidates,Jan Burton,,140
2181307865,676,289,City of Boulder Council Candidates,Jan Burton,,101
2181307866,854,442,City of Boulder Council Candidates,Jan Burton,,121
2181307867,812,368,City of Boulder Council Candidates,Jan Burton,,120
2181307868,884,599,City of Boulder Council Candidates,Jan Burton,,217
