election_year,election_date,election_type,data_source,jurisdiction_level,jurisdiction_name,precinct_id,precinct_name,contest,contest_type,candidate_or_option,party,votes,active_voters,ballots_cast
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Mary Young,,66,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,John Gerstle,,58,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Matthew Appelbaum,,83,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Kevin Hotaling,,53,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Macon Cowles,,52,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Jonathan Dings,,25,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Ed Byrne,,84,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Micah Parkin,,42,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Greatful Fred Smith,,16,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Andrew Shoemaker,,99,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007800,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Sam Weaver,,69,426,249
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Mary Young,,68,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,John Gerstle,,33,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Matthew Appelbaum,,65,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Kevin Hotaling,,36,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Macon Cowles,,52,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Jonathan Dings,,27,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Ed Byrne,,67,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Micah Parkin,,54,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Greatful Fred Smith,,15,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Andrew Shoemaker,,68,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007801,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Sam Weaver,,67,323,180
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007802,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Mary Young,,59,220,117
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007802,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,John Gerstle,,24,220,117
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007802,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Matthew Appelbaum,,61,220,117
2013,2013-11-05,coordinated,boulder_county,county,Boulder County,2181007802,,CITY OF BOULDER COUNCIL CANDIDATES,candidate,Kevin Hotaling,,9,220,117
